text,label
Federal Reserve Chairman Jerome Powell came close to acknowledging that the central bank may not have the firepower… https://t.co/jl7rxYgzcW,2
Rudy Giuliani discussed representing a state-owned Ukrainian bank in a legal dispute over the summer even while pub… https://t.co/JBO1dBUw7M,2
"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",1
"The Trump administration announced a plan Wednesday to end food-stamp benefits for about 700,000 Americans https://t.co/0SHXpOpFEF",2
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",1
"This ratio suggests the U.S. stock market will take a ‘brief pause’ then climb higher, analyst says - MarketWatch",1
"""Most consumers want vehicles that can match gas-powered vehicles in range, utility, cost and ownership ease,"" writ… https://t.co/7fUjoda8kU",2
Oil boosted by renewed hopes for global production cut https://t.co/4tAO1U31nz,1
Snap-on Announces Fourth Quarter and Full Year 2019 Results,2
$CPT - Camden Property Trust: 4% Yield With No Near-Term Debt Maturities. https://t.co/nRuXUZzsbE #finance #stocks #economy,2
Iranian Strike on U.S. Forces Roils Markets #index #MarketScreener https://t.co/fU5DTtl5Q5 https://t.co/JQHmnd54oH,0
MAXIMUS Reports Fiscal Year 2020 First Quarter Results,2
Global Trade Momentum Rises for First Time in Four Months,2
"Algeria to cut oil output by 12,000 bpd under new OPEC deal #economy #MarketScreener https://t.co/cpeDaozf3J https://t.co/IYoYnnKDyH",1
$AAL - American halts flights to Mainland China https://t.co/zQIKTbqqUk,0
$LK - Citron and Muddy Waters at odds over Luckin Coffeee https://t.co/gkLLQ0bBQA,0
"This is where ""America's Top Giver"" Warren Buffett donated $3.4 billion last year. https://t.co/goXpdLZWlo",2
GDS Holdings Limited Just Released Its Third-Quarter Earnings: Here's What Analysts Think,2
.@BruceKamich digs into Palo Alto $PANW charts ahead of earnings:   https://t.co/9bh2ztu5Yv,2
Wall Street Warnings Get Louder Now the Everything Rally Is Back,0
"` Sanoma is a buyer not a target , ' he said .",2
"$300,000 Pilot Jobs Drying Up in China After Boeing Grounding",0
"The Fed announced new programs to help markets, the NYSE begins trading remotely today, and Trump activated the Nat… https://t.co/6QWlnqOWDy",2
CYL: Joint Venture with St Barbara on Drummartin project #StBarbara #Stock #MarketScreener https://t.co/XpAPQX0LAj https://t.co/GChQDreykw,2
Prospects for Aurora Cannabis Stock Look Grim,0
"STOCKS NOW: 
- Dow down 432.22 points 
- Nasdaq down 111.22 
- S&P down 43.90 https://t.co/lJ1NdTRaQH",0
"What You Must Know About Applied Optoelectronics, Inc.'s (NASDAQ:AAOI) Beta Value",2
China Mengniu Dairy : DISCLOSEABLE TRANSACTION ACQUISITION OF LION-DAIRY & DRINKS PTY LTD ... #ChinaMengniuDairy… https://t.co/yR1BImTJ9Y,2
European banks slash $280bn from main US businesses https://t.co/Gwahc0Sc0F,0
In case you need another reason to delete your Facebook: https://t.co/SGVxYSwjo0,2
"ICYMI: Oil spiked after the U.S. airstrike killed a top Iranian commander in Baghdad.

The strike escalates an alre… https://t.co/biC7W3GoKK",1
We asked people Elon Musk's favorite interview question and only 1 could guess the answer correctly. Can you?… https://t.co/Jd5Kf5NNfB,2
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,2
What happened in the world economy this week – in charts (via @DoubleTGolle & @ZSchneeweiss) https://t.co/i2FRELdxfw https://t.co/QPmmkxMRnX,2
$PYX - Pyxus International misses on revenue https://t.co/Yno1XP8GHE,0
Alibaba will raise up to $12.9 bln in Hong Kong listing -sources,2
Trump Fed nominee Shelton hits bipartisan skepticism in Senate hearing #economy #MarketScreener… https://t.co/4n59nUtFe3,2
"3 Great Mutual Fund Picks for Your Retirement - February 06, 2020",2
Why Campbell Soup Company's (NYSE:CPB) High P/E Ratio Isn't Necessarily A Bad Thing,1
"Experience Management Leader Medallia to Acquire Video Feedback Platform, LivingLens",2
BancorpSouth Bank boosts share repurchase program,1
NMC Health Plc (LON:NMC): Has Recent Earnings Growth Beaten Long-Term Trend?,2
Sterling hits a seven-month high as election nears #economy #MarketScreener https://t.co/QR8H6PW2sb https://t.co/RmN8C0OVBE,1
Only one major cryptocurrency has outperformed industry bellwether Bitcoin this year—and it's one you might not exp… https://t.co/CgjP8xeiX2,2
The Recent Rebound In Monthly Employment: Contradictory Micro And Macro Indications. https://t.co/MBEYKBqnS3 #business #markets #investing,2
Sanders Ties Buttigieg to Billionaires: Campaign Update,2
Lagarde Says All the Blame Can’t Be Dumped on ECB Negative Rates,2
Bristol-Myers Squibb 2020 FactSet EPS consensus $6.12; revenue $42.2 bln,2
$LDOS - Leidos wins DoE contract https://t.co/DACUA3kFd3,2
Omnicell stock price target raised to $96 vs. $90 at Benchmark,1
ND = Not disclosed .,2
Britain seeking far-reaching tariff cuts in post Brexit U.S. trade deal,2
Edited Transcript of BREW earnings conference call or presentation 13-Nov-19 4:30pm GMT,2
"$OKTA - Okta, Inc. (OKTA) CEO Todd McKinnon on Q3 2020 Results - Earnings Call Transcript. Read more:… https://t.co/SkcCRSQTGI",2
$CETX anyone? It seems to be making a bottom. Company announced recently 500% Increase in New Orders for Developmen… https://t.co/UbJepuhDtQ,1
China’s BAIC Mulls Raising Daimler Stake to Almost 10%,2
"Asia shares bounce, hope for best on U.S.-China trade #economy #MarketScreener https://t.co/j8MxRanCYy https://t.co/WSMCSC8eKo",1
Harvest Health & Recreation beats on revenue,1
Recommending life insurance doesn’t have to be complicated by conflicts of interest. Here’s how financial advisors… https://t.co/KvpaP27pDo,2
Neuronetics to Present at the 31st Annual Piper Jaffray Healthcare Conference  https://t.co/Xkt7qnHTs7,2
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",2
CytomX +3.7% as Guggenheim starts at Buy,1
"Elon Musk says Tesla has 187,000 orders for its Cybertruck, less than 48 hours after the broken-glass reveal https://t.co/AtBQDgnjUP",1
Invora™ Herbicide Receives EPA Federal Approval,1
Did Hedge Funds Drop The Ball On Trupanion Inc (TRUP) ?,2
$MRVL - Marvell: Making The Transition With Mixed Results. Get more info on Seeking Alpha: https://t.co/V9hkLL7j6t… https://t.co/Qj9i1BHfso,2
Orders received grew by 55 % year-on-year to EUR732m .,1
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",1
"Make $125,000 in 2019? Here's How Much Income Tax You Could Pay.",2
Korian s’associe à Omedys pour développer le premier réseau de téléconsultation de proximité à l’échelle nationale,2
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",1
What we think ?,2
Neptune Wellness and Canopy Growth agree to amend terms of cannabis processing deal,2
"For a few hours this week, the FT gained access to PolyU, the university where students in Hong Kong have been trap… https://t.co/IpIzUTCujW",2
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",0
Atlanta Fed hikes Q4 GDP estimate,1
$RNUGF - ReNeuron Group plc (RNUGF) CEO Olav Hellebø on Q2 2020 Results - Earnings Call Transcript. Follow this and… https://t.co/mHsXKdhtCw,2
Defence Expo: $5 Billion Defence Export Target To Be Achieved By 2024: Rajnath Singh,2
Edited Transcript of GLUU earnings conference call or presentation 5-Feb-20 10:00pm GMT,2
$VWDRY - Google drops plan to buy stake in Africa's biggest wind park https://t.co/rW0gmfJTVS,2
"Intelsat's stock extends bounce, soars 17% premarket after plunging 55% over past 2 days",1
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,2
The Best-Managed Companies of 2019 -- and How -2- #economy #MarketScreener https://t.co/4WHW32mmgd https://t.co/NemgM7YzYe,2
"LIVE NOW: Ming Tsai (@mingtsai), chef and restaurant owner, joins Yahoo Finance. Watch on https://t.co/xpAujlllJF! https://t.co/82g26MW8oo",2
Here's what advisors can anticipate amid the $26 billion Charles Schwab-TD Ameritrade tie-up https://t.co/zo24qHWW5x,2
Eagle Materials Declares Quarterly Dividend,2
MMG : Resignation of Key Executive and Redesignation as NED #MMG #Stock #MarketScreener https://t.co/w5yviFvX0x https://t.co/lNiNw5zPHR,2
Oil rises 1% on Trump's optimism for a deal with China,1
"Namibia has its first woman presidential candidate. Meet Esther Muinjangue, the first elected female leader of a po… https://t.co/3qosy3cpuP",2
$COMDX: Natural gas inventory showed a draw of 201 bcf vs a 92 bcf draw last week https://t.co/CGfYWf1Unq,1
Tupperware Brands among consumer gainers; Unilever leads the losers,2
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,2
"Stocks making the biggest moves midday: Home Depot, Kohl's, Macy's and Roku",2
$SLCA - U.S. Silica Holdings declares $0.02 dividend https://t.co/wPSnID2UJ5,2
$JKHY: Jack Henry increases quarterly dividend to $0.43/share from $0.40/share https://t.co/qKWFqFJW2n,1
"Joe Biden says Lindsey Graham, his longtime friend and Senate colleague, will regret pursuing an investigation of t… https://t.co/ssRfufKbNq",2
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,1
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,1
Hedge Funds Are Buying EQT Midstream Partners LP (EQM),1
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",1
Tory manifesto leaves door open to no-deal Brexit https://t.co/Qca426gTj9,2
Gold little changed after economic reports,2
Watch $MARK over 43c in after-hours for continuation targeting the 50c area initially,1
Italy’s newest attempt to rescue failed airline Alitalia has one main objective: rope in German carrier Lufthansa https://t.co/JyuSAwUSLc,2
"Meridian Bioscience EPS beats by $0.04, misses on revenue",2
Investors Who Bought GlobalSCAPE (NYSEMKT:GSB) Shares Five Years Ago Are Now Up 302%,1
"The next downturn will be a ""smorgasbord recession,"" Paul Krugman said. https://t.co/YKmxl5IlL8",0
Trump questions the downsides of banning flavored e-cigarettes in heated meeting https://t.co/O6IdEw5BWm,2
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,1
Drugmaker Sanofi expects further profit growth from narrowed focus,1
Stock Market Update: Gold Little Changed,2
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",2
Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,1
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",2
Breakingviews - Fashion’s climate Frankenstein has no off-switch - Reuters,2
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,2
"To save Venice after its latest flood, you can adopt a very specific piece of it https://t.co/OZxvLws89M",2
Charles Schwab to buy TD Ameritrade in $26-billion blockbuster brokerage deal,2
Taking A Look At Eastman Chemical Company's (NYSE:EMN) ROE,2
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",1
Did Hedge Funds Drop The Ball On Intra-Cellular Therapies Inc (ITCI) ?,2
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",0
The U.S. steps up pressure on Saudi Arabia to seal a historic deal to cut global oil production https://t.co/oFYDzcoSlF,2
".@realDonaldTrump on jobs number? ""Phenomenal""",2
All major stock indexes have hit record intraday highs on heels of Trump tweets,1
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",1
Natural Gas: Long Set Up Ahead But Timing Is Important. Read more: https://t.co/eruGN42l53 #stockmarket #stocks #markets,1
"Nasdaq-100 futures 43 points, or 0.5%",1
Credit Suisse Taps First Swiss Chief in Decades Amid Turmoil,2
"BrightView Holdings EPS beats by $0.08, beats on revenue",1
Toronto-Dominion to Own 13% Charles Schwab Stake After Ameritrade Deal #TorontoDominionBank #Stock #MarketScreener… https://t.co/8fB54Aedy3,2
Scottish Finance Secretary Quits Hours Before Budget Speech,2
Total: Fourth Quarter and Full-year 2019 Results,2
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,2
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",1
The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,2
"""A Once In A Decade Divergence"" Warns This Global Macro Fund https://t.co/q2i7nMOsdB",0
UDR upgraded to overweight from sector weight at KeyBanc Capital,1
Sweden says U.S. interest in Ericsson logical for 5G capability,2
Ebay shares jump 3% premarket,1
nVent Electric acquires WBT Business,2
Is This the Hottest Sector for 2020?,2
Mild weather boosts U.S. job growth; but benchmark revisions show ebbing momentum,1
New York Times board raises quarterly dividend to 6 cents a share vs. 5 cents,1
"Repsol SA is the latest oil major to head to Europe's debt market for fresh financing, with other large borrowers p… https://t.co/oJrYVdaGNY",2
8 Industrials Stocks Moving In Monday's Pre-Market Session,2
Transnet Outlines Plans for Cheaper Coal to Eskom,2
$AMRH Increased position on this name after RS. All bad news are priced in IMHO and plenty of room to the upside.,1
Beer Drinkers Want More Than a Typical Lager These Days,2
La Jolla Pharmaceutical to reassess continued development of LJPC-401 based on clinical results,0
